item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	business-price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5
ARM & HAMMER Spinbrush Truly Radiant Deep Clean Replacement Brush Heads Soft ...		0403PE93SGE	spinbrush-2-ct	13.77		2015-04-03 11:29:32 PDT		y	1			11				B00JJ6MUEA			1			B00JJ6MUEA				AMAZON_NA												
Spring Valley Maximum Strength Probiotic Dietary Supplement Capsules, 30 count		0522PMEN4ZE	spring-valley-probiotic	20.14		2015-05-22 11:45:15 PDT		y	1			11				B00PYHHSWW			1			B00PYHHSWW				AMAZON_NA												
3-Pack Replacement Caps for Jawbone UP & UP24, Silver, Black Chrome, Matte Black		0612PQFCDOQ	sprt-griffin-jawbone-caps	11.5		2015-06-12 11:29:12 PDT		y	1			11				B00KLIMIS8			1			B00KLIMIS8				AMAZON_NA												
Shoe Pouch for Fitbit, Misfit, Nike+ fitness trackers, and for Sony		0612PQFCBAW	sprt-griffin-shoe-pouch	11.06		2015-06-12 11:29:06 PDT		y	1			11				B00KI58AAE			1			B00KI58AAE				AMAZON_NA												
Griffin Black Sleep Sport Band Armband for Fitbit, Misfit, and for Sony Smart...		0612PQFCCRE	sprt-griffin-sport-band	12		2015-06-12 11:29:09 PDT		y	1			11				B00KJ322V8			1			B00KJ322V8				AMAZON_NA												
Fitbug Orb Bluetooth Activity Tracker - Retail Packaging - White [Sports]		0612PQFBQXK	sprt-orb-fitbug-white	24.95		2015-06-12 11:28:22 PDT		y	1			11				B00FRG98JG			1			B00FRG98JG				AMAZON_NA												
Tasco 250 Lumen 3 Piece Flashlight Set [Sports]		0610PMPU4NW	sprt-tasco-flashlights	32.99		2015-06-10 10:45:23 PDT		y	1			11				B00J8VPLK6			1			B00J8VPLK6				AMAZON_NA												
St. Ives Gentle Daily Exfoliating Pads 60 Pads Pack of 2 [Misc.]		0621P434ARW	st-ives-exfoliating-pads-60-count	13.95		2015-06-21 08:36:24 PDT		y	1			11				B00VGH3NBY			1			B00VGH3NBY				AMAZON_NA												
Disney Star Wars Rebels Star Wars Rebels Backpack [Toy]		0522PMEMUH2	star-wars-rebels-backpacks	41.98		2015-05-22 11:45:12 PDT		y	1			11				B00VAY3V4C			1			B00VAY3V4C				AMAZON_NA												
Star Wars Valentines Day Cards with 34 Valentines and 35 Tattoos		0129P5EQ278	star-wars-valenties	11.94		2015-01-29 15:33:57 PST		y	1			11				B00HQ0OUSA			1			B00HQ0OUSA				AMAZON_NA												
Starbucks 2013 You Are Here Collection California, 14 Oz [Kitchen]		0504PSIBUGK	starbucks-CA-Starbucks	22.9		2015-05-04 15:17:03 PDT		y	1			11				B00BNIRFJW			1			B00BNIRFJW				AMAZON_NA												
Starbucks Tribute Blend 2015 Whole Bean Coffee, 8oz (Pack of 3) [Misc.]		0609PIUMWAE	starbucks-tribute-3-pack	26.13		2015-06-09 11:43:56 PDT		y	1			11				B00VSCQPYO			1			B00VSCQPYO				AMAZON_NA												
Starbucks Tribute Blend, K-cup 12-count [Misc.]		0609PIUMO48	starbucks-tribute-k-cups	17.5		2015-06-09 11:43:54 PDT		y	1			11				B00BOUNMK0			1			B00BOUNMK0				AMAZON_NA												
0.25-qt. Round Cocotte (Set of 3) Color: Cherry		0504PSICHA8	staub-3-red-everything-kitchen	91.95		2015-05-04 15:18:20 PDT		y	1			11				B00ISBQ5B6			1			B00ISBQ5B6				AMAZON_NA												
Disney Stitch in Spacesuit Plush - Lilo & Stitch - Medium - 16'' [Toy]		0522PMEMSS8	stitch-plush	24		2015-05-22 11:45:11 PDT		y	1			11				B00VR8T6FY			1			B00VR8T6FY				AMAZON_NA												
Stretchkins Teenage Mutant Ninja Turtle Donatello Life-size Plush Toy [Toy]		0218P9QQSZW	stretch-tmnt-don	15.97		2015-02-18 12:05:18 PST		y	1			11				B00LAIBZ64			1			B00LAIBZ64				AMAZON_NA												
Suave Professionals Moroccan Infusion Shampoo and Conditioner 2 Pack Pump 25 ...		0623P7A9ZKE	suave-infusion-shampoo-conditioner-pack	29.99		2015-06-23 11:43:17 PDT		y	1			11				B00F0Y64LA			1			B00F0Y64LA				AMAZON_NA												
Wonka Sweetarts Valentines Hearts, 14-ounce Bags (2 Pack) [Misc.]		0218P9QSO8Q	sweettart-hearts-2-pack	19.47		2015-02-18 12:05:49 PST		y	1			11				B00HOVLEEY			1			B00HOVLEEY				AMAZON_NA												
T-fal C118S2 Signature Nonstick Expert Thermo-Spot Heat Indicator 8-Inch and ...		0513P7R4ED2	t-fal-red-3-combo	22.57		2015-05-13 13:01:05 PDT		y	1			11				B008A3JS3Y			1			B008A3JS3Y				AMAZON_NA												
Tampax Pearl Compak Plastic, Regular Absorbency, Unscented Tampons, 40 Count ...		0622P5TYZGQ	tampax-pearl-compak-40count	30.15		2015-06-22 13:57:08 PDT		y	1			11				B003CP13W4			1			B003CP13W4				AMAZON_NA												
Up & Up Yard Stuffer Lawn and Leaf Bag 30 Gallon 12 Pack [Health and Beauty]		0504PSICGOK	target-lawn-bags-12	25.2		2015-05-04 15:18:18 PDT		y	1			11				B00VCRZ85M			1			B00VCRZ85M				AMAZON_NA												
Tazo Chai Tea Holiday Bundle - 2 Items (Tazo Chai Pumpkin Spice Tea and Tazo ...		0330P6HIAWQ	tazo-chai-pumpkin-vanilla-2-pack	16.59		2015-03-30 11:57:59 PDT		y	1			11				B00OEH1CJS			1			B00OEH1CJS				AMAZON_NA												
Teva Men's Kimtah Mid WP Mesh Hiking Boot [Shoes]		0522PMEP0EW	teva-kimtah-M10.5	131.99		2015-05-22 11:46:25 PDT		y	1			11				B00H47DH3E			1			B00H47DH3E				AMAZON_NA												
Teva - Kimtah Mid Wp Mesh - Men ( 11.5) [Shoes]		0522PMEOSQ8	teva-kimtah-M11.5	127.4		2015-05-22 11:46:16 PDT		y	1			11				B00ARP3BZ4			1			B00ARP3BZ4				AMAZON_NA												
Teva - Kimtah Mid Wp Mesh - Men ( 9) [Shoes]		0522PMEOYDK	teva-kimtah-M9	131.99		2015-05-22 11:46:23 PDT		y	1			11				B00ARP3A0A			1			B00ARP3A0A				AMAZON_NA												
Teva Men's Kimtah Mid WP Mesh Hiking Boot [Shoes]		0522PMEOPSE	teva-kimtah-M9.5	119.99		2015-05-22 11:46:14 PDT		y	1			11				B00H47DFTU			1			B00H47DFTU				AMAZON_NA												
Tide Pods HE Laundry Detergent, Free & Gentle, 14 Count (Pack of 2)		0417PY80XDQ	tide-pods-free-gentle-2-pack	21.58		2015-04-17 12:57:39 PDT		y	1			11				B00TIXLURM			1			B00TIXLURM				AMAZON_NA												
WEIDER - TIGER MILK BAR PEANUT BUTTER & HONEY 24/1.25oz [Health and Beauty]		0520PHYA4PW	tigers-milk-peanut-butter-honey-24	26		2015-05-20 10:42:53 PDT		y	1			11				B0002ID278			1			B0002ID278				AMAZON_NA												
Tiger's Milk Nutrition Bars, Protein Rich 24 ea [Health and Beauty]		0513P7UW3PK	tigers-milk-protein-rich-24	22		2015-05-13 15:41:25 PDT		y	1			11				B00ILOVKNS			1			B00ILOVKNS				AMAZON_NA												
Teenage Mutant Ninja Turtles Movie Donatello Basic Figure [Toy]		0403PE92EQE	tmnt-don	17.74		2015-04-03 11:27:57 PDT		y	1			11				B00ITKVIO0			1			B00ITKVIO0				AMAZON_NA												
Teenage Mutant Ninja Turtles Movie Raphael Basic Figure [Toy]		0403PE92C8E	tmnt-raph	14.99		2015-04-03 11:27:51 PDT		y	1			11				B00ITKVINQ			1			B00ITKVINQ				AMAZON_NA												
Teenage Mutant Ninja Turtles Pre-Cool Half Shell Heroes Leonardo Soft Weapons...		0518PE6U1KQ	tmnt-soft-sword	25		2015-05-18 11:27:01 PDT		y	1			11				B00SN45PKU			1			B00SN45PKU				AMAZON_NA												
Teenage Mutant Ninja Turtles Mike Turflytle Figure [Toy]		0403PE92SCE	tmnt-turtlefly	17.75		2015-04-03 11:28:30 PDT		y	1			11				B00MY3MMPW			1			B00MY3MMPW				AMAZON_NA												
Tom and Jerry - Tom in Zoot Suit with Shovel [Toy]	This 3 inch Tom Action Figure is looking swag in his zoot suit and hat with a shovel. He thinks maybe he can disguise himself from Jerry, but we’ll see about that! Collect each of the action figures from the wide variety of Hannah Barbera products today!	0327P31SW78	tom-jerry-zoot-suite	22.64		2015-03-27 14:14:08 PDT		y	1			11				B00T1XKKD4			1			B00T1XKKD4				AMAZON_NA												
Play Visions Crayola Bathtub Crayons [Toy]		0612PQFAUX2	toy-crayola-bath-crayon	9.34		2015-06-12 11:27:06 PDT		y	1			11				B0043BYOO0			1			B0043BYOO0				AMAZON_NA												
Disney Pixar Toy Story Projector Light - Projects Adventure Scenes! [Toy]		1130O6ESWBE	toy-toy-story-flashlight	16.07		2014-11-29 17:05:05 PST		y	1			11				B009I65RNC			1			B009I65RNC				AMAZON_NA												
Banzai Motorized Bumper Boat Propeller [Toy]		0613PS56WZK	toys-bonzai-bumper-boat	94.98		2015-06-13 15:27:37 PDT		y	1			11				B00E709J4C			1			B00E709J4C				AMAZON_NA												
Fisher-Price Jake and the Never Land Pirates: Hook & Tick Tock Figure Pack [Toy]		0622P5SN5M2	toys_hook-tick	8.99		2015-06-22 13:20:19 PDT		y	1			11				B00A6SNVOS			1			B00A6SNVOS				AMAZON_NA												
Trash Pack Wheels (4-Pack) S2 - (Team 4) [Toy]		0403PE92OIW	trash-pack-4-pack	19.32		2015-04-03 11:28:28 PDT		y	1			11				B00I3WTBHA			1			B00I3WTBHA				AMAZON_NA												
Tree Hut Shea Moisturizing Body Lotion, Tropical Mango, 9 Ounce		0610PMPTMRQ	tree-hut-body-lotion-trop=mango	12.94		2015-06-10 10:44:48 PDT		y	1			11				B007DGRBUQ			1			B007DGRBUQ				AMAZON_NA												
Sesame Street Fizzy Tub Color Tablets - 150 Baths - Value Pack!		0513P7R3WP8	tub-fizzy-150	14.06		2015-05-13 13:00:59 PDT		y	1			11				B00U08B4KW			1			B00U08B4KW				AMAZON_NA												
Tuscan Hills Selected Scents, Vanilla Almond Body Butter (French Lavender)		0129P5EU0CQ	tuscan-hills-vanilla	6.92		2015-01-29 15:34:45 PST		y	1			11				B00EVYHWGQ			1			B00EVYHWGQ				AMAZON_NA												
Maybelline New York Ultra-brow Brow Powder, 20 Dark Brown, 0.1 Ounce, Pack of 2		0123PQRLOX2	ultrabrow-dark-20-2-pack	23		2015-01-23 13:20:30 PST		y	1			11				B0074ZZO4G			1			B0074ZZO4G				AMAZON_NA												
Maybelline New York Ultra-brow Brow Powder, 10 Light Brown, 0.1 Ounce, Pack of 2		0123PQRLA0E	ultrabrow-light-10-2-pack	21.66		2015-01-23 13:20:25 PST		y	1			11				B0074ZYGPE			1			B0074ZYGPE				AMAZON_NA												
Under Armour Men's HeatGear® ArmourVentTM Training T-Shirt Small SUPERIOR BLUE		0417PY84972	under-armour-armourvent-blue-small	37.89		2015-04-17 12:59:24 PDT		y	1			11				B00D920JIY			1			B00D920JIY				AMAZON_NA												
Under Armour Men's HeatGear® ArmourVentTM Training T-Shirt Extra Large Steel		0417PY862AE	under-armour-armourvent-large	30.03		2015-04-17 13:00:52 PDT		y	1			11				B00D91ZNZE			1			B00D91ZNZE				AMAZON_NA												
Under Armour Big Boys' UA Dynamism Long Sleeve Youth Large SCATTER [Apparel]		0417PY827L2	under-armour-dynamism-youth-large	31.97		2015-04-17 12:58:10 PDT		y	1			11				B00GRDM2R8			1			B00GRDM2R8				AMAZON_NA												
Under Armourbite Mouthwear Freshener Spray [Sports]		0417PY837NE	under-armour-mouth-freshener	10.19		2015-04-17 12:58:42 PDT		y	1			11				B004QB4O42			1			B004QB4O42				AMAZON_NA												
16 Disney Frozen Valentines with 16 Bracelet Tattoos and Bonus Poster [Toy]		0129P5ETWIE	valenties-frozen-tattoos	6		2015-01-29 15:34:53 PST		y	1			11				B00SC7GLF6			1			B00SC7GLF6				AMAZON_NA												
ARO-Vitacost Black Series Pre-Workout Concentrate Natural Fruit Punch -- 8.45...		0515PAVQ712	vita-cost-pre-workout	30.15		2015-05-15 14:32:16 PDT		y	1			11				B00CMJEDUK			1			B00CMJEDUK				AMAZON_NA												
Vitafusion Multivites Plus Immune Support, 120 Count [Health and Beauty]		0403PE93FOE	vitafusion-plus-120	29.93		2015-04-03 11:28:53 PDT		y	1			11				B00JHI1EN8			1			B00JHI1EN8				AMAZON_NA												
Vitamin Shoppe - Ultimate 10 Probiotic, 13 billion, 100 capsules		0513P7R49D2	vitamin-shoppe-probiotic	35.12		2015-05-13 13:01:04 PDT		y	1			11				B00012NCBG			1			B00012NCBG				AMAZON_NA												
Vive Pro Color Vive Hi-gloss Shampoo 13 Oz. For Women + Loreal Vive Pro Color...		0515PAVPQ4Q	vive-hi-gloss-combo	19.49		2015-05-15 14:31:24 PDT		y	1			11				B00C3Q0I6K			1			B00C3Q0I6K				AMAZON_NA												
Vive Pro, Nutri Gloss Shampoo LOreal Paris, 13.0 Fluid Ounce (Pack of 2) [Misc.]	Recommended by hair experts at L&apos;Oreal, Nutri Gloss with a Pearl Protein Complex infuses hair with mirror shine and a cashmere soft touch.	0203PFWNGY2	vive-pro-pink-2-pack	19.79		2015-02-03 13:36:05 PST		y	3			11				B00T57ROZ8			1			739615824052				AMAZON_NA												
Duracell LR44 1.5v Alkaline Battery [Watch]		0522PMEPT98	watch-battery	12.99		2015-05-22 11:46:56 PDT		y	1			11				B0040U6R6W			1			B0040U6R6W				AMAZON_NA												
Coppertone Water Babies Sunscreen Lotion SPF 50 3oz (Pack of 2) [Misc.]		0504PSICKFK	water-babies-spf50-2-pack	10.65		2015-05-04 15:18:31 PDT		y	1			11				B00KJ2JXWU			1			B00KJ2JXWU				AMAZON_NA												
Windex Touch-Up Bathroom Cleaner Fresh Scent Bottle 10 Oz [Office Product]		0522PMEKR2W	windex-touch-up	8.29		2015-05-22 11:44:19 PDT		y	1			11				B00J9Z665A			1			B00J9Z665A				AMAZON_NA												
Blue Lounge Design Bluelounge Rolio Dock and Wall Charger - Retail Packaging ...		0612PQFC77E	wireless-blue-lounge-rolio	10		2015-06-12 11:28:57 PDT		y	1			11				B00FK4PTLG			1			B00FK4PTLG				AMAZON_NA												
Bundle: 6 Items - The Amazing WUBBLE BUBBLE Ball Bundle - Blue WITH PUMP & Or...		0417PY83KM2	wubble-bundle	175.86		2015-04-17 12:58:58 PDT		y	1			11				B00O2M8OGO			1			B00O2M8OGO				AMAZON_NA												
Bundle - 2 Items: The Amazing Glo Wubble Bubble-Glows in the Dark (Green and ...		0515PAVPQ3W	wubble-bundle-glow	70.34		2015-05-15 14:31:25 PDT		y	1			11				B00W4FF3Z6			1			B00W4FF3Z6				AMAZON_NA												
WWE Super Strikers Dual Force Ryback Figure [Toy]		0327P31W4L8	wwe-strikers	23		2015-03-27 14:15:39 PDT		y	1			11				B00OTK7XPC			1			B00OTK7XPC				AMAZON_NA												
Ziploc Double Zipper Gallon Storage Bags, 66 Count		0424PBSQCQK	ziploc-66	14.55		2015-04-24 14:58:29 PDT		y	1			11				B00VARUP8E			1			B00VARUP8E				AMAZON_NA												
Nike Premier Home and Away Headband (Obsidian/White, Osfm) [Sports]		0327P31PEI8	1001560606	15.89		2015-03-27 14:12:31 PDT		y	1			11				B008C27WX6			1			B008C27WX6				AMAZON_NA												
Revlon Precision Dark Lash Adhesive, 0.17 fl oz [Misc.]		0417PY86U1K	1001705987	12.98		2015-04-17 13:01:37 PDT		y	1			11				B00NHCOXMO			1			B00NHCOXMO				AMAZON_NA												
Camelbak Eddy Bottle (0.75-Liter/24-Ounce,Clear) [Sports]		0428PK0SFYQ	1001807114	17.58		2015-04-28 12:19:41 PDT		y	1			11				B006ZT8JDK			1			B006ZT8JDK				AMAZON_NA												
NETGEAR Powerline 500 1-Port Starter Kit (XAVB5201) [PC]		0513P7R1TVW	1001908764	27.61		2015-05-13 13:00:21 PDT		y	1			3				B009WG6JF8			1			B009WG6JF8				AMAZON_NA												
Women's Dri-More Built in Shelf Bra Racerback Tank Activewear Gym Sports ((XX...		0520PI1F3W8	1001939098	23.43		2015-05-20 11:29:01 PDT		y	1			11				B00XNPLR6U			1			B00XNPLR6U				AMAZON_NA												
Tecnu Extreme Medicated Poison Ivy Scrub (4 oz) [Health and Beauty]		0522PMELCQ2	1001979360	15		2015-05-22 11:44:28 PDT		y	1			11				B0007IOVZK			1			B0007IOVZK				AMAZON_NA												
Hoka One One Women's W Bondi 4 Grey/Hawaiian Ocean Running Shoe 9 Women US		0522PMEONC2	1001987538	153.95		2015-05-22 11:46:11 PDT		y	1			11				B00LGXV2F2			1			B00LGXV2F2				AMAZON_NA												
Women's Dri-More built in Bra Racerback Tank Activewear Gym Sports (XL (16-18...		0522PMEMXLK	1001994741	15.47		2015-05-22 11:45:14 PDT		y	1			11				B00PJPD5ZI			1			B00PJPD5ZI				AMAZON_NA												
PUMA Men's Vedano Leather Slip-On Shoe,Steel Grey,11 D US [Shoes]		0525PQ346F8	1002020332	84.99		2015-05-25 16:13:42 PDT		y	1			11				B009FM3YF2			1			B009FM3YF2				AMAZON_NA												
HP 33S Scientific Calculator (F2216A) [Office Product]		0610PMPTZKK	1002146024	105.47		2015-06-10 10:45:09 PDT		y	1		Comes with leather slip on case. Great working condition. Fresh batteries installed.	3				B0000DK6G9			1			B0000DK6G9				AMAZON_NA												
Babyganics Natural Insect Repellent, 6 oz, Packaging May Vary		0622P5U6IEW	BABYGANICS-INSECT-SPRAY	12.88		2015-06-22 13:59:17 PDT		y	1			11				B004LSFDV8			1			B004LSFDV8				AMAZON_NA												
Balneol Hygienic Cleansing Lotion, 3.0-Ounce Bottles (Pack of 2)		0610PMPST02	BALNEOL-2-PACK	25.81		2015-06-10 10:44:04 PDT		y	1			11				B001GAOHTI			1			B001GAOHTI				AMAZON_NA												
Bell Volt Rocker Bike Helmet (Matte Black/Titanium, Large) [Sports]		0622P5U171Q	BEll-Volt-Helmet-Blk-Titanium	148.99		2015-06-22 13:57:50 PDT		y	1			11				B008Z9JXW4			1			B008Z9JXW4				AMAZON_NA												
Bell Volt Rocker Bike Helmet (Matte Black/Titanium, Medium) [Sports]		0622P5U12HK	Bell-Volt-Helmet-Blk-Titanium-Med	137.99		2015-06-22 13:57:47 PDT		y	1			11				B008Z9JYG4			1			B008Z9JYG4				AMAZON_NA												
Anastasia Beverly Hills Brow Wiz Brow Pencil - Medium Ash (BNIB)		0615PU9J3UK	Brow-Wiz-Anastasia-brown	37.99		2015-06-15 09:43:15 PDT		y	1			11				B002WEJOUO			1			B002WEJOUO				AMAZON_NA												
HP 97 (C9363WN) Ink Cartridge (Multicolor) In Retail Packaging [Electronics]		0612PQFBBDK	CE-hp-97	34.99		2015-06-12 11:27:31 PDT		y	1			11				B0006BB6Z6			1			B0006BB6Z6				AMAZON_NA												
Ginsey Disney Fairies 3 in 1 Potty Trainer [Baby Product]		0624P999LE8	Disney-fairies-3-in-1-potty	45.99		2015-06-24 13:57:57 PDT		y	1			11				B003HFHR2O			1			B003HFHR2O				AMAZON_NA												
Disney Princess Toddler Panties 10Pk, Multi, 4T [Apparel]		0622P5TZ2TK	Disney-prin-toddler-underwear-girls-4T	19.95		2015-06-22 13:57:12 PDT		y	1			11				B00M0P3ITI			1			B00M0P3ITI				AMAZON_NA												
Era 2x Ultra Free Liquid Detergent 32 Loads 50 Fl Oz [Health and Beauty]		0622P5U3AZW	Era-Free-detergant-50oz	15.99		2015-06-22 13:58:24 PDT		y	1			11				B001KYW3N2			1			B001KYW3N2				AMAZON_NA												
Hard Candy Glamoflauge HEAVY DUTY CONCEALER with pencil (Medium 313)		0608O6ZFF7W	GLAMOFLAUGE-MEDIUM-COLOR-313	12.95		2014-06-08 14:53:58 PDT		y	1			11				B005JPBFBY			1			B005JPBFBY				AMAZON_NA												
Garmin 4.3-Inch and 5-Inch Suction Cup with Mount [Electronics]		0612PQFBNBK	GPS-garmin-suction-cup	18.75		2015-06-12 11:28:08 PDT		y	1			11				B00BGTQWII			1			B00BGTQWII				AMAZON_NA												
Gain Fabric Softner Apple Mango Tango 52 Loads 41 Fl Oz [Health and Beauty]		0622P5U34HQ	Gain-Fabric-Softner-Mango-52Loads	13.66		2015-06-22 13:58:22 PDT		y	1			11				B008ZCSHJG			1			B008ZCSHJG				AMAZON_NA												
Hard Candy Glamoflauge HEAVY DUTY CONCEALER with pencil (Medium Light shade 488)		0928OOPHWBK	HARD-CANDY-GLAMOFLAUGE-488	12.4		2014-09-28 13:14:14 PDT		y	1			11				B009Z3MG0K			1			B009Z3MG0K				AMAZON_NA												
Hard Candy Glamoflauge HEAVY DUTY CONCEALER with pencil (light color 312)		0218P9QOCJQ	HARD-CANDY-GLAMOFLAUGE-LIGHT	12.05		2015-02-18 12:04:02 PST		y	1			11				B005C2O3PO			1			B005C2O3PO				AMAZON_NA												
Healthy Hide Good n Fun Triple-Flavor Chews, Chicken, Duck and Liver Kabobs, ...		0522PMEQ5NW	HEALTHY-HIDE-2-PACK	18.99		2015-05-22 11:47:11 PDT		y	1			11				B00NT3OKJ2			1			B00NT3OKJ2				AMAZON_NA												
Reach Dental Floss, Unwaxed, 55 Yard (Pack of 6) [Health and Beauty]		0223PHK7LAQ	HLTH_REACH_UNWAXED-FLOSS_6PK	14		2015-02-23 13:04:59 PST		y	1			11				B00O3GTYHC			1			B00O3GTYHC				AMAZON_NA												
Bounce Fresh Linen Dryer Bar&#44; Pack Of 3 [Health and Beauty]		0612PQFBAM2	HPC-bounce-dryer-bar-3-month-3-pack	69.99		2015-06-12 11:27:50 PDT		y	1			11				B00VIPV0R8			1			B00VIPV0R8				AMAZON_NA												
Clorox Clean-Up Cleaner With Bleach Spray, pack of 2, 32 oz [Health and Beauty]		0612PQFBOX2	HPC-clorox-cleanup-32oz-V2	14.1		2015-06-12 11:28:17 PDT		y	1			11				B006K3TTKS			1			B006K3TTKS				AMAZON_NA												
Fitbit Flex Band by French Bull - Raj - Fitbit Wristband - Fitbit Color Bands...		0612PQFBODW	HPC-fitbit-flex-band-pink	15		2015-06-12 11:28:16 PDT		y	1			11				B00NVREAVE			1			B00NVREAVE				AMAZON_NA												
Lexmark Ink Cartridges Value Pack - 2 Black & 1 Color (32 & 32 & 33) - For Pr...		0622P5TZ8DK	Lexmark-ink-pack-32-32-33	59.99		2015-06-22 13:57:15 PDT		y	1			11				B0037MSJN8			1			B0037MSJN8				AMAZON_NA												
Maybelline New York Ultra-Brow Brow Powder, Shade #10 Light Brown, 0.1 Ounce		0605OYAAFKW	MAYBELLINE-ULTRA-BROW-10-LIGHT-BROWN	11.55		2014-06-04 19:58:56 PDT		y	1			11				B0013NBWAA			1			B0013NBWAA				AMAZON_NA												
Maybelline New York Ultra-Brow Brow Powder,Shade #20 / #404 Dark Brown, 0.1 O...	Brush on powder color defines brows softly and naturally.	0718O8X0ZCK	MAYBELLINE-ULTRA-BROW-20-DARK-BROWN	11.48		2014-07-18 10:35:36 PDT		y	1			11				B0013N9U86			1			B0013N9U86				AMAZON_NA												
Monster High Geek Shriek Howleen Wolf Doll [Toy]		0515PAVPV82	MH-Geek-Shriek	20.93		2015-05-15 14:31:38 PDT		y	1			11				B00M5AUQZC			1			B00M5AUQZC				AMAZON_NA												
Disney 3-in-1 Potty Trainer- Minnie Mouse [Baby Product]		0624P99ABY2	MINNIE-POTTY	45.99		2015-06-24 13:58:38 PDT		y	1			11				B00F3J5NDW			1			B00F3J5NDW				AMAZON_NA												
Super Soaker Thunderstorm [Toy]		0623P7HB4AQ	Nerf-Thunderstorm	32.95		2015-06-23 14:27:12 PDT		y	1			11				B00416QW88			1			B00416QW88				AMAZON_NA												
Nerf Super Soaker Arctic Shock Water Blaster [Toy]		0623P7HAMOK	Nerf-super-soaker-arctic-shock	48.59		2015-06-23 14:26:59 PDT		y	1			11				B009TQA8N0			1			B009TQA8N0				AMAZON_NA												
Nuby Super Straw 10-oz Cup - 3 Pack - Boy [Baby Product]		0624P999O22	Nuby-No-Spill-three-pack-boy	34		2015-06-24 13:58:02 PDT		y	1			11				B00I80A26Q			1			B00I80A26Q				AMAZON_NA												
Ocean® Saline Nasal Spray 3.5 Oz (Pack of 2) [Health and Beauty]		0605OYAJGE8	OCEAN-SALINE-2-PACK	16.63		2014-06-04 20:00:08 PDT		y	1			11				B00BHHM396			1			B00BHHM396				AMAZON_NA												
OUT! Oxygen Activated Pet Stain & Odor Remover [Kitchen]		0621P429WOE	OUT-PETCARE	15.33		2015-06-21 08:19:46 PDT		y	1			11				B0006ABN9G			1			B0006ABN9G				AMAZON_NA												
OUT! Orange Oxy Pet Stain and Odor Remover, 32 oz. [Misc.]		0417PY81R4K	OUt-orange	17.77		2015-04-17 12:57:57 PDT		y	1			11				B003UHUWS0			1			B003UHUWS0				AMAZON_NA												
Jaybird REIGN Advanced Activity Tracker, L/XL - Retail Packaging - Black		0622P5U2P58	Reign-fitness-tracker-black-L/XL	180		2015-06-22 13:58:13 PDT		y	1			11				B00NVOOL8E			1			B00NVOOL8E				AMAZON_NA												
Seventh Generation Natural Oxy Stain Remover, 50 Ounce, Packaging May Vary		0624P99AE3K	SEVENTH-GEN-OXY	15.69		2015-06-24 13:58:41 PDT		y	1			11				B006H28VZ6			1			B006H28VZ6				AMAZON_NA												
Philips Sonicare HX7012/60 e-Series Compact Replacement Brush Heads, 2-Pack		0610PMPT2L2	SONICARE-COMPACT	26.98		2015-06-10 10:44:16 PDT		y	1			11				B000FEF1VO			1			B000FEF1VO				AMAZON_NA												
Stri-Dex Medicated Pads, Maximum Strength, 90-Count Containers, (Pack of 3)		0429PKUESE2	STRIDEX-90-COUNT-3-PACK	26.98		2015-04-28 21:45:07 PDT		y	1			11				B000052YKM			1			B000052YKM				AMAZON_NA												
(2 Pack)-Scrubbing Bubbles Fresh Brush FLUSHABLE Refills, 12 count each [Home]		0624P999RJW	Scrubbing-Bubbles-Flushable-Refills-12	15.5		2015-06-24 13:58:10 PDT		y	1			11				B00Q2583S8			1			B00Q2583S8				AMAZON_NA												
Scrubbing Bubbles  12 Fresh Brush Refill Boxed [Health and Beauty]		0624P99AKSE	Scrubbing-Bubbles-Fresh-Brush-Refills	15.95		2015-06-24 13:58:49 PDT		y	1			11				B0010LORTI			1			B0010LORTI				AMAZON_NA												
Suave Scalp Solutions Shampoo Anti-Dandruff Coconut & Shea Butter 14.5oz		0518PE6XPUE	Suave-Scalp-Solutsions-Coconut	9		2015-05-18 11:31:13 PDT		y	1			11				B0076OMGLO			1			B0076OMGLO				AMAZON_NA												
Tree Hut Brazillian Nut Shea Body Butter 7 oz (198 g) [Health and Beauty]		1026O7CHCRW	TREE-HUT-SHEA-BODY-BUTTER	13.56		2014-10-26 09:12:43 PDT		y	1			11				B0011MT99E			1			B0011MT99E				AMAZON_NA												
VO5 Salon Series Total Recovery Deep Cleansing Hair Mask, 6 oz		0624P99A5HK	V05-total-recovery-hair-mask-6oz	9.5		2015-06-24 13:58:32 PDT		y	1			11				B00FCA9FGS			1			B00FCA9FGS				AMAZON_NA												
Acure Night Cream 1.75 Fl Oz - NEW Larger Size [Misc.]		0621P42DTVQ	acure-night-cream-1.75	34.99		2015-06-21 08:21:31 PDT		y	1			11				B00JKGBP0E			1			B00JKGBP0E				AMAZON_NA												
